,sentence,label,stripped sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis,sentence tokens,length of sentence
23,انا محلو بخليها وعم مهلن ل يطلعوها ويقلن هذا الموجود ويعزم امرأة من رفقات امو ل عندا بالمستشفى احتفالا بسلامتها ويطوشن ليدفعولو هني مليون و يقولولو دخيلك خذها وفل,BEI,انا محلو بخليها وعم مهلن ل يطلعوها ويقلن هذا الموجود ويعزم امرأة من رفقات امو ل عندا بالمستشفى احتفالا بسلامتها ويطوشن ليدفعولو هني مليون و يقولولو دخيلك خذها وفل,Gulf,DOH,Qatar,Doha,Levant,Lebanon,Beirut,1.7613119407726466e-05,3.9896544469016224e-05,1.2133127755939534e-06,5.6840968568519054e-05,7.700991453091047e-06,0.0003056968674570083,0.0011689001827865331,4.817666600645155e-05,0.0005593751349034591,2.212659440480393e-05,4.789258106997551e-05,0.529055224827555,2.0200818402948587e-06,0.0004451780161545248,7.834804930287956e-05,5.4374618797204264e-05,0.00019477023682426732,1.3734118319455237e-06,0.0022247998520788736,3.205638300507416e-06,0.015777875147743568,0.02138987138115312,0.4255397178971347,0.00040949073647063305,0.0001442400012505327,0.002404077140259853,"['انا', 'محلو', 'بخليها', 'وعم', 'مهلن', 'ل', 'يطلعوها', 'ويقلن', 'هذا', 'الموجود', 'ويعزم', 'امرأة', 'من', 'رفقات', 'امو', 'ل', 'عندا', 'بالمستشفى', 'احتفالا', 'بسلامتها', 'ويطوشن', 'ليدفعولو', 'هني', 'مليون', 'و', 'يقولولو', 'دخيلك', 'خذها', 'وفل']",29
24,ليليان انحرمت من طفلها في غيبوبة في بعد أبشع واقسى من قلب والد الطفل ونزعه من أمه وهذا حصل في فترة غيبوبة ليليان في إنفجار مرفأ بيروت ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,BEI,ليليان انحرمت من طفلها في غيبوبة في بعد أبشع واقسى من قلب والد الطفل ونزعه من أمه وهذا حصل في فترة غيبوبة ليليان في إنفجار مرفأ بيروت ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Levant,Lebanon,Beirut,3.906256053024597e-05,0.00011683213079193285,1.4457939887181725e-06,8.491291066323838e-05,5.339815163411159e-06,6.543654206949911e-06,8.47578163923095e-06,3.728878072742276e-06,0.00020358354098510637,6.142793338999086e-05,3.981030821426699e-05,0.00041826367692488197,3.1423419177870426e-06,0.00018720793588272066,0.00014497701039483123,0.004440441453561286,1.1974352549529533e-06,0.591266709397451,0.4005839951399555,2.3144565221349233e-07,0.0017526883175119515,0.0001025872462742523,5.6045340474428066e-05,8.705792733774051e-05,0.00037674785493532477,7.544168825364576e-06,"['ليليان', 'انحرمت', 'من', 'طفلها', 'في', 'غيبوبة', 'في', 'بعد', 'أبشع', 'واقسى', 'من', 'قلب', 'والد', 'الطفل', 'ونزعه', 'من', 'أمه', 'وهذا', 'حصل', 'في', 'فترة', 'غيبوبة', 'ليليان', 'في', 'إنفجار', 'مرفأ', 'بيروت', 'ولادهم', 'راحت', 'قيمتها', 'الله', 'يكون', 'بعون', 'الاهل', 'وولادهم', 'ويمرر', 'هلازمة', 'ع', 'خير']",39
25,الله يجمعك فيه لابنك بأقرب وقت وربنا ما بروح لك تعبك وعذابك ياحبيبت قلبي اعطي دعم لنفسك وكوني قويه وربنا معك حبي مستحيل تصير ببلدنا للأسف شعب اغلبه بتشغلوا المظاهر والعنصرية بكل اشكالها مريض,BEI,الله يجمعك فيه لابنك بأقرب وقت وربنا ما بروح لك تعبك وعذابك ياحبيبت قلبي اعطي دعم لنفسك وكوني قويه وربنا معك حبي مستحيل تصير ببلدنا للأسف شعب اغلبه بتشغلوا المظاهر والعنصرية بكل اشكالها مريض,Levant,DAM,Syria,Damascus,Levant,Lebanon,Beirut,0.00584075117453254,1.1369776857597292e-06,2.071204967171497e-06,0.025029929603288745,2.1769874160092712e-05,2.8596013832848202e-05,5.862050004663582e-05,0.0012896986093501278,0.01348056502080679,2.662232777624734e-05,0.6931410816205865,0.019166720405339566,2.0263028588952132e-07,0.0036169042463553664,0.15449161701436082,1.3084419480453723e-05,3.958600578322508e-06,2.853850163946885e-07,0.00031868681366596115,1.0804879254138306e-07,0.00519211228659278,0.07684075469253047,0.0012818580424290836,2.6149222341015293e-06,0.00014902592593930164,1.2236393655789565e-06,"['الله', 'يجمعك', 'فيه', 'لابنك', 'بأقرب', 'وقت', 'وربنا', 'ما', 'بروح', 'لك', 'تعبك', 'وعذابك', 'ياحبيبت', 'قلبي', 'اعطي', 'دعم', 'لنفسك', 'وكوني', 'قويه', 'وربنا', 'معك', 'حبي', 'مستحيل', 'تصير', 'ببلدنا', 'للأسف', 'شعب', 'اغلبه', 'بتشغلوا', 'المظاهر', 'والعنصرية', 'بكل', 'اشكالها', 'مريض']",34
26,ان شالله يارب يفرجها عليكم ويطبق القانون ويرتاح راسكم وتتفضوا لدرسكم امين البعض ما بيعرف كيف ولادنا عايشين بايطاليا بالقلة بالتقشف بالاكل والملبس وكيف الاهل عمبحولوا لولادهم اجار السكن سعر الدولار حتى ما ينطردوا برا وينذلوا ويخسروا علمهم بس اديش الاهل قادرين يصمدوا ع هالوضع,BEI,ان شالله يارب يفرجها عليكم ويطبق القانون ويرتاح راسكم وتتفضوا لدرسكم امين البعض ما بيعرف كيف ولادنا عايشين بايطاليا بالقلة بالتقشف بالاكل والملبس وكيف الاهل عمبحولوا لولادهم اجار السكن سعر الدولار حتى ما ينطردوا برا وينذلوا ويخسروا علمهم بس اديش الاهل قادرين يصمدوا ع هالوضع,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,0.01720031717887632,7.620474816552712e-06,1.194227853890634e-06,0.00611814643510269,3.1590297064380314e-06,0.0007536421696991112,0.03927338242514009,0.8216557336166709,0.005033257406537502,2.443913288598861e-05,0.031059837620047732,0.0022530894231497125,2.8078822914306026e-07,0.007371719975582889,0.007883581500087312,0.0006951278442342907,0.0002952676193271694,3.153207099895424e-07,0.0005546871905686057,3.0462902383756635e-07,0.0071574419809404795,0.051423843890059606,0.00035716255684877505,4.04366782892007e-05,0.0008309862433678912,5.02464224386004e-06,"['ان', 'شالله', 'يارب', 'يفرجها', 'عليكم', 'ويطبق', 'القانون', 'ويرتاح', 'راسكم', 'وتتفضوا', 'لدرسكم', 'امين', 'البعض', 'ما', 'بيعرف', 'كيف', 'ولادنا', 'عايشين', 'بايطاليا', 'بالقلة', 'بالتقشف', 'بالاكل', 'والملبس', 'وكيف', 'الاهل', 'عمبحولوا', 'لولادهم', 'اجار', 'السكن', 'سعر', 'الدولار', 'حتى', 'ما', 'ينطردوا', 'برا', 'وينذلوا', 'ويخسروا', 'علمهم', 'بس', 'اديش', 'الاهل', 'قادرين', 'يصمدوا', 'ع', 'هالوضع']",45
27,امين يا رب تنفرج ع كل الطلاب ويخلصوا من هل كابوس ويطمنوا اهلهم عليهم حتى يكملوا دراستهم ونفسيتهم مرتاحة وحاسين بالاستقرار وقيمة مصرياتن لي صمدوها عشان يعلموا ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,BEI,امين يا رب تنفرج ع كل الطلاب ويخلصوا من هل كابوس ويطمنوا اهلهم عليهم حتى يكملوا دراستهم ونفسيتهم مرتاحة وحاسين بالاستقرار وقيمة مصرياتن لي صمدوها عشان يعلموا ولادهم راحت قيمتها الله يكون بعون الاهل وولادهم ويمرر هلازمة ع خير,Maghreb,TRI,Libya,Tripoli,Levant,Lebanon,Beirut,0.0007687932792811244,0.00022210750019033377,2.0244761048526064e-06,0.00036966616224878303,4.2884907300218515e-06,0.0002303904078904864,0.011406749136248636,3.4249092657568295e-06,0.0026325714596659895,5.8600015422762976e-05,3.8691582058334784e-05,0.0006522287371586487,1.2657208286872702e-06,0.0005261894117679853,0.0002547251114618814,0.0007480955012100338,4.9856797782881964e-05,4.323303337997479e-06,0.0015288673283760806,5.327442359380343e-07,0.0011337324648171975,0.0008141534424845352,6.941036800897913e-05,0.00010657392137527664,0.9783514781447312,2.1259583315535395e-05,"['امين', 'يا', 'رب', 'تنفرج', 'ع', 'كل', 'الطلاب', 'ويخلصوا', 'من', 'هل', 'كابوس', 'ويطمنوا', 'اهلهم', 'عليهم', 'حتى', 'يكملوا', 'دراستهم', 'ونفسيتهم', 'مرتاحة', 'وحاسين', 'بالاستقرار', 'وقيمة', 'مصرياتن', 'لي', 'صمدوها', 'عشان', 'يعلموا', 'ولادهم', 'راحت', 'قيمتها', 'الله', 'يكون', 'بعون', 'الاهل', 'وولادهم', 'ويمرر', 'هلازمة', 'ع', 'خير']",39
28,الف تحية للجيش للبناني لصهران لرياحت الشعب يصهر وينبصط وافراد للجيش بعيدي عن عيالا الله ينصر الجيش ويبعد عنو ولاد لحرام وينعاد علجميع أنا هيدا المقال بس اللي كان ناقصني كرمال صير غني و شي مليون دولار,BEI,الف تحية للجيش للبناني لصهران لرياحت الشعب يصهر وينبصط وافراد للجيش بعيدي عن عيالا الله ينصر الجيش ويبعد عنو ولاد لحرام وينعاد علجميع أنا هيدا المقال بس اللي كان ناقصني كرمال صير غني و شي مليون دولار,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,4.200708473747315e-06,2.5532349696538066e-09,3.218597082585102e-10,1.4936395553628126e-06,6.111309083842481e-09,1.1679903789307347e-08,1.719828475586385e-08,0.9999795316288904,2.8929397162115867e-08,9.802841065283307e-09,1.0420876643299236e-05,3.2116032386629325e-08,1.7636815112433085e-09,2.415015479310404e-08,2.1522958242904097e-06,1.2547943161120089e-08,1.0297476166418046e-08,3.078754051341527e-11,7.190975066845454e-09,2.4899433444083492e-09,9.634459669833533e-09,2.0026668812773287e-06,1.0649947076709212e-08,2.801405025594154e-09,6.564172892410701e-09,1.3499225077476824e-09,"['الف', 'تحية', 'للجيش', 'للبناني', 'لصهران', 'لرياحت', 'الشعب', 'يصهر', 'وينبصط', 'وافراد', 'للجيش', 'بعيدي', 'عن', 'عيالا', 'الله', 'ينصر', 'الجيش', 'ويبعد', 'عنو', 'ولاد', 'لحرام', 'وينعاد', 'علجميع', 'أنا', 'هيدا', 'المقال', 'بس', 'اللي', 'كان', 'ناقصني', 'كرمال', 'صير', 'غني', 'و', 'شي', 'مليون', 'دولار']",37
29,هيك كِبروا منير وأنسي وصاروا بياخدوا العقل أحيان كتيرهالشي أعجوبة إنو كيف استوعبوا غياباتي وسفراتي وتقصيري معهم وكيف مش حاقدين عليي ولا ع جنس النساء وكيف كمان عندهم أخلاق وضمير وبيحترموا المرأة وقدراتها وقيمتها,BEI,هيك كِبروا منير وأنسي وصاروا بياخدوا العقل أحيان كتيرهالشي أعجوبة إنو كيف استوعبوا غياباتي وسفراتي وتقصيري معهم وكيف مش حاقدين عليي ولا ع جنس النساء وكيف كمان عندهم أخلاق وضمير وبيحترموا المرأة وقدراتها وقيمتها,Levant,JER,Palestine,Jerusalem,Levant,Lebanon,Beirut,0.006602935182709334,6.883229457671342e-08,6.00364939465762e-07,0.4619071515724108,1.0003111882133338e-06,1.976328414057326e-07,4.603322560833515e-07,0.010418525126146877,3.3743348926510346e-06,2.638771915304211e-06,0.019692239242313895,5.14999398616328e-07,1.314923754278399e-08,1.3384329570162852e-05,0.49873534325438024,2.110238160508104e-06,1.233225983353082e-08,1.1247464060226713e-08,9.872084593725767e-07,1.0547949371190745e-08,1.6677909736055637e-06,0.002615021380082163,5.056511740984267e-07,5.112310687885422e-08,1.0713449167861604e-06,1.0369895826680187e-07,"['هيك', 'كِبروا', 'منير', 'وأنسي', 'وصاروا', 'بياخدوا', 'العقل', 'أحيان', 'كتيرهالشي', 'أعجوبة', 'إنو', 'كيف', 'استوعبوا', 'غياباتي', 'وسفراتي', 'وتقصيري', 'معهم', 'وكيف', 'مش', 'حاقدين', 'عليي', 'ولا', 'ع', 'جنس', 'النساء', 'وكيف', 'كمان', 'عندهم', 'أخلاق', 'وضمير', 'وبيحترموا', 'المرأة', 'وقدراتها', 'وقيمتها']",34
30,بيشتغلوا من قلبهم وبنزاهة وصدق وأمور تانية كتير رائعة موجودة فيهم هل هوي حظّ ما بعرف شو ما كان السبب أنا ممتنة بجنون ممتنة لدرجة النشوة ممتنة بتواضع هائل هائل,BEI,بيشتغلوا من قلبهم وبنزاهة وصدق وأمور تانية كتير رائعة موجودة فيهم هل هوي حظّ ما بعرف شو ما كان السبب أنا ممتنة بجنون ممتنة لدرجة النشوة ممتنة بتواضع هائل هائل,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,0.001211962047463145,1.2578287335776408e-09,1.9268354422430903e-08,0.08719670039230881,2.404246713129891e-08,1.4370136445846672e-08,2.5966253325789492e-08,0.9058145509275688,2.6942244311895768e-08,3.628074759287504e-08,0.005270478646108401,1.286844338007706e-08,3.399037405433894e-10,7.140623534331271e-08,0.0004853962644289226,2.9665560579991007e-07,5.525621242721106e-10,1.7446420033209193e-09,1.2947289486042885e-07,1.1833474576409262e-10,5.3514946840249526e-08,2.018502154501779e-05,2.9510011759371255e-09,7.403253812600464e-10,6.817713058685326e-09,1.3899366974246158e-09,"['بيشتغلوا', 'من', 'قلبهم', 'وبنزاهة', 'وصدق', 'وأمور', 'تانية', 'كتير', 'رائعة', 'موجودة', 'فيهم', 'هل', 'هوي', 'حظّ', 'ما', 'بعرف', 'شو', 'ما', 'كان', 'السبب', 'أنا', 'ممتنة', 'بجنون', 'ممتنة', 'لدرجة', 'النشوة', 'ممتنة', 'بتواضع', 'هائل', 'هائل']",30
31,جبت ولدين ع الدني حبيباتي وروح قلبي منير وأنسي بس عندي ولاد كتير إنتو كل يوم عم تزيدوا وكل يوم عم تخلقوا أقوياء وأحرار من رحمي شكرا ع هالهدية يلي ما بتتقدر هدية إنكن موجودين بحياتي هدية إنكن دوا ليأسي من هالبلد حدكن أنا حدي إنتو,BEI,جبت ولدين ع الدني حبيباتي وروح قلبي منير وأنسي بس عندي ولاد كتير إنتو كل يوم عم تزيدوا وكل يوم عم تخلقوا أقوياء وأحرار من رحمي شكرا ع هالهدية يلي ما بتتقدر هدية إنكن موجودين بحياتي هدية إنكن دوا ليأسي من هالبلد حدكن أنا حدي إنتو,Levant,ALE,Syria,Aleppo,Levant,Lebanon,Beirut,0.9997871668309412,2.504419648572758e-10,1.359294147088346e-09,3.122417008650453e-05,3.65570803626987e-09,8.316295202362925e-10,5.310475481658537e-09,8.842925281281028e-05,2.086813941841152e-09,1.1377565922118705e-08,8.155257929309095e-05,1.6069839349425916e-09,5.009256297316381e-11,5.732743170548826e-09,1.1438020145014459e-05,8.863954452672401e-09,8.327563122059547e-11,1.971967643846727e-10,2.557290988695089e-09,5.555119625894608e-11,7.390173324602119e-10,1.4250398891815775e-07,2.395250727149594e-10,3.5519343733687276e-11,1.3212424429248054e-09,2.884105354356811e-10,"['جبت', 'ولدين', 'ع', 'الدني', 'حبيباتي', 'وروح', 'قلبي', 'منير', 'وأنسي', 'بس', 'عندي', 'ولاد', 'كتير', 'إنتو', 'كل', 'يوم', 'عم', 'تزيدوا', 'وكل', 'يوم', 'عم', 'تخلقوا', 'أقوياء', 'وأحرار', 'من', 'رحمي', 'شكرا', 'ع', 'هالهدية', 'يلي', 'ما', 'بتتقدر', 'هدية', 'إنكن', 'موجودين', 'بحياتي', 'هدية', 'إنكن', 'دوا', 'ليأسي', 'من', 'هالبلد', 'حدكن', 'أنا', 'حدي', 'إنتو']",46
32,لو في عدل بهالدني ما كان أي حدا بينحرم من حدا بيحبو اليوم أنا وعايشة نعمة وجود يلي بحبهم حدي من بعد هالسنة اللعينة اللي قطعت علينا عم فكر كمان بكل شخص متألم بهالفترة أو حزين أو مشتاق أو مستفقد أو محتاج بتمنى من كل قلبي وروحي يصير شي أو يوصل حدا ع حياتكم,BEI,لو في عدل بهالدني ما كان أي حدا بينحرم من حدا بيحبو اليوم أنا وعايشة نعمة وجود يلي بحبهم حدي من بعد هالسنة اللعينة اللي قطعت علينا عم فكر كمان بكل شخص متألم بهالفترة أو حزين أو مشتاق أو مستفقد أو محتاج بتمنى من كل قلبي وروحي يصير شي أو يوصل حدا ع حياتكم,Levant,BEI,Lebanon,Beirut,Levant,Lebanon,Beirut,4.336968346190917e-05,7.076120519711627e-10,1.458310042341694e-09,6.580904936685188e-06,2.496752204809476e-09,1.2949761707734483e-09,1.0839197395490182e-09,0.9999043488764358,1.3523446893083486e-08,2.1723042131910058e-08,2.785008839287691e-05,8.049351206368742e-09,3.42629797623741e-10,6.467081710292301e-09,1.7308833301181534e-05,2.267144788197734e-08,1.2467642901734937e-10,2.121660179893602e-10,4.846737150085539e-08,4.868578986616572e-10,2.8243182116812646e-09,4.062365658170261e-07,1.372802932916294e-09,1.0235895925077e-10,1.6019255303544037e-09,3.6585845252699276e-10,"['لو', 'في', 'عدل', 'بهالدني', 'ما', 'كان', 'أي', 'حدا', 'بينحرم', 'من', 'حدا', 'بيحبو', 'اليوم', 'أنا', 'وعايشة', 'نعمة', 'وجود', 'يلي', 'بحبهم', 'حدي', 'من', 'بعد', 'هالسنة', 'اللعينة', 'اللي', 'قطعت', 'علينا', 'عم', 'فكر', 'كمان', 'بكل', 'شخص', 'متألم', 'بهالفترة', 'أو', 'حزين', 'أو', 'مشتاق', 'أو', 'مستفقد', 'أو', 'محتاج', 'بتمنى', 'من', 'كل', 'قلبي', 'وروحي', 'يصير', 'شي', 'أو', 'يوصل', 'حدا', 'ع', 'حياتكم']",54
33,النائب نفسه خرب الدنيا عندما إقترب أحدهم من إبنته و هي تحتفظ بأبنائها على عكس بنات الطائفة الكريمة و عندما حاول طليقها إيذاؤها واجهه بالسلاح يخفف من حِمل وجعكم أوقات نقطة ضو بتعبي كل العتمة بغمركم وببعتلكم حب كتير,BEI,النائب نفسه خرب الدنيا عندما إقترب أحدهم من إبنته و هي تحتفظ بأبنائها على عكس بنات الطائفة الكريمة و عندما حاول طليقها إيذاؤها واجهه بالسلاح يخفف من حِمل وجعكم أوقات نقطة ضو بتعبي كل العتمة بغمركم وببعتلكم حب كتير,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Levant,Lebanon,Beirut,4.88339773003077e-05,0.001016563327395319,3.7888979232715097e-06,0.0010644705083892728,2.2201995116428162e-06,2.9765568593897634e-06,3.7746100658226136e-06,1.3304358932252987e-05,3.179545092781618e-05,1.1080202685046739e-05,0.00016729236157761196,1.152587272192941e-06,7.770534668805141e-07,1.3467251853438971e-05,0.0027234986196669744,0.00029884854655502926,4.91485554485593e-07,0.991256398932926,0.002834020539055679,1.7146288784560024e-07,0.0004036414923562404,7.865636771945e-05,1.6742525615527844e-05,1.7228581398018411e-06,3.841577806028156e-06,4.6824755687193683e-07,"['النائب', 'نفسه', 'خرب', 'الدنيا', 'عندما', 'إقترب', 'أحدهم', 'من', 'إبنته', 'و', 'هي', 'تحتفظ', 'بأبنائها', 'على', 'عكس', 'بنات', 'الطائفة', 'الكريمة', 'و', 'عندما', 'حاول', 'طليقها', 'إيذاؤها', 'واجهه', 'بالسلاح', 'يخفف', 'من', 'حِمل', 'وجعكم', 'أوقات', 'نقطة', 'ضو', 'بتعبي', 'كل', 'العتمة', 'بغمركم', 'وببعتلكم', 'حب', 'كتير']",39
34,حاسة حيصير انفجار نفسي عند هالبنات يلي بيعانو من ضغط بمجتمعهم بتخيل انو اغلبهم نفسيا حيتغيرو و ينحرفوا من هلا عم شوف و ارى الاعظم آت,BEI,حاسة حيصير انفجار نفسي عند هالبنات يلي بيعانو من ضغط بمجتمعهم بتخيل انو اغلبهم نفسيا حيتغيرو و ينحرفوا من هلا عم شوف و ارى الاعظم آت,Levant,SAL,Jordan,Salt,Levant,Lebanon,Beirut,0.0002921194679538581,9.969062165455725e-08,3.230465903530107e-08,0.00013731200195992363,1.1580567417195098e-07,2.2245197717666268e-07,5.766130380463634e-07,0.0003258163580277748,4.109103997260995e-06,8.085697447425562e-07,0.0018934955331983178,9.669802866979436e-07,7.756588054648613e-09,3.992380956746434e-06,0.29335433150004675,2.7236624409820504e-06,1.8061324445826745e-07,6.629125224055248e-09,1.3442987750938302e-06,6.81241720648871e-09,3.4290554685232e-06,0.7039740093307052,5.052664905146994e-07,5.196449452126837e-08,3.717799148097593e-06,1.8048960055424147e-08,"['حاسة', 'حيصير', 'انفجار', 'نفسي', 'عند', 'هالبنات', 'يلي', 'بيعانو', 'من', 'ضغط', 'بمجتمعهم', 'بتخيل', 'انو', 'اغلبهم', 'نفسيا', 'حيتغيرو', 'و', 'ينحرفوا', 'من', 'هلا', 'عم', 'شوف', 'و', 'ارى', 'الاعظم', 'آت']",26
35,الحفرة هاذي هي سبب من أسباب موت هاالنوارة الله يرحمها و ينعمها و إن شاء الله ربي يتقبلها بالرحمة,TUN,الحفرة هاذي هي سبب من أسباب موت هاالنوارة الله يرحمها و ينعمها و إن شاء الله ربي يتقبلها بالرحمة,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,3.226420795863746e-08,0.00011171972400275397,6.428039831909711e-09,6.005054032615295e-08,2.5677545387792913e-08,1.5404986232626974e-07,2.306678860217205e-07,3.709661630083233e-08,7.74738808793097e-05,9.637256539981949e-08,1.7836446526725085e-07,1.4107962370929652e-06,1.7156772746369844e-08,2.222113500703393e-07,1.7014059497067344e-07,9.920648951908916e-08,1.7119264826960815e-08,1.4998476272026572e-08,1.2592700442922602e-06,4.224323769544369e-08,1.1294817523868988e-06,4.494893536827271e-07,2.287440328251549e-07,0.996546593839647,0.00019754244538888426,0.0030607882807467523,"['الحفرة', 'هاذي', 'هي', 'سبب', 'من', 'أسباب', 'موت', 'هاالنوارة', 'الله', 'يرحمها', 'و', 'ينعمها', 'و', 'إن', 'شاء', 'الله', 'ربي', 'يتقبلها', 'بالرحمة']",19
36,الحمد لله مانيش مروح حتى تتفض جملة حكاية هالمرض و بعد يعمل ربي دليل,TUN,الحمد لله مانيش مروح حتى تتفض جملة حكاية هالمرض و بعد يعمل ربي دليل,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,1.0661350829793813e-08,5.819015530198832e-05,3.4555931810101717e-09,1.1662271545173702e-08,7.257410883139263e-09,5.8170705676972317e-08,1.2284325724026464e-07,6.042326438793895e-08,6.725987894904483e-07,2.2399354598335297e-08,4.18704058586068e-08,4.604110141372926e-08,6.6831922970869034e-09,8.351792767616865e-08,4.22803195654067e-08,6.081894581113619e-08,2.4071826709886828e-08,5.563366994633524e-10,2.0587007964565952e-07,3.244969454196454e-08,2.4199773332818414e-07,1.1796044050906337e-06,1.822261133189142e-08,0.904945407894841,1.57895606802905e-06,0.09499186953721117,"['الحمد', 'لله', 'مانيش', 'مروح', 'حتى', 'تتفض', 'جملة', 'حكاية', 'هالمرض', 'و', 'بعد', 'يعمل', 'ربي', 'دليل']",14
37,الخامجة هذي و اتباعها معطلين مصالحنا و البرلمان ردوه سرك وكان مش باش نوقفوها عند حدها البلاد باش تمشي في هاوية,TUN,الخامجة هذي و اتباعها معطلين مصالحنا و البرلمان ردوه سرك وكان مش باش نوقفوها عند حدها البلاد باش تمشي في هاوية,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,7.955472166613305e-11,1.878401409397136e-07,1.4514425794664759e-11,1.026487797960165e-10,6.195852378503764e-11,3.386073817462135e-10,1.3036279663975644e-10,1.6807950787332176e-10,4.601641457373659e-08,4.850221382901462e-10,1.4416333095104868e-10,7.812961887593643e-10,9.137301378403458e-10,2.851249545606116e-10,8.352438759406388e-10,2.2214447430049275e-10,2.0562794720478446e-10,5.279510871351932e-12,4.4043331992200204e-10,5.70900762863337e-09,2.001805526516668e-09,1.7521749791088655e-09,7.038051193143767e-10,0.00040592658480788135,3.987277800424942e-06,0.9995898369002509,"['الخامجة', 'هذي', 'و', 'اتباعها', 'معطلين', 'مصالحنا', 'و', 'البرلمان', 'ردوه', 'سرك', 'وكان', 'مش', 'باش', 'نوقفوها', 'عند', 'حدها', 'البلاد', 'باش', 'تمشي', 'في', 'هاوية']",21
38,صحيح حتى البقية مايصلحوش اما صدقوني هذي باش ترجعنا قرون للوراء وحدة نازية فاشية دكتاتورة كيف بوها لحنين و خاصة عميلة ووجودها في المجلس عندو أهداف لأجندات أجنبية,TUN,صحيح حتى البقية مايصلحوش اما صدقوني هذي باش ترجعنا قرون للوراء وحدة نازية فاشية دكتاتورة كيف بوها لحنين و خاصة عميلة ووجودها في المجلس عندو أهداف لأجندات أجنبية,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,2.0377164259752567e-10,9.198117258479996e-08,1.667132595264826e-11,2.5230711367793615e-10,4.424696875461892e-11,9.96610642200255e-10,3.291387968902641e-10,5.122081824542338e-10,9.568669971054648e-09,1.1575739379586545e-10,1.5537804429754386e-09,7.02515578400478e-10,2.8168529111734266e-09,8.906332210367693e-10,1.342827668220613e-09,3.394443543456878e-10,1.5194064549770335e-10,2.486121338544394e-11,2.4517426246921805e-09,1.910374841704622e-09,2.079431997637792e-08,4.029339279039752e-09,2.0290624017772188e-10,0.002409839082285316,4.560958247231415e-08,0.9975899740760386,"['صحيح', 'حتى', 'البقية', 'مايصلحوش', 'اما', 'صدقوني', 'هذي', 'باش', 'ترجعنا', 'قرون', 'للوراء', 'وحدة', 'نازية', 'فاشية', 'دكتاتورة', 'كيف', 'بوها', 'لحنين', 'و', 'خاصة', 'عميلة', 'ووجودها', 'في', 'المجلس', 'عندو', 'أهداف', 'لأجندات', 'أجنبية']",28
39,في كل ماتش متع بالميراس تهزو للستاد وبما انو ما يشوفش تقعد تحكيلو على كل هجمة ولا فرصة باش ولدها يعيش اللحظة اي نعم هاذي حاجة مالحاجات الي ما تنجم كان الام تعملهم لولدها ببرشا صبر ومحبة وربي يخليلكم امهاتكم ويرحم الي توفاو,TUN,في كل ماتش متع بالميراس تهزو للستاد وبما انو ما يشوفش تقعد تحكيلو على كل هجمة ولا فرصة باش ولدها يعيش اللحظة اي نعم هاذي حاجة مالحاجات الي ما تنجم كان الام تعملهم لولدها ببرشا صبر ومحبة وربي يخليلكم امهاتكم ويرحم الي توفاو,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,1.996476075544396e-11,1.060325074978673e-08,1.4294507560463647e-12,2.4598248970814695e-11,4.1463985587398936e-11,2.0428501857879198e-10,1.4486642435732788e-10,1.4150203806960803e-11,1.5455895359498851e-09,4.615018184880761e-11,3.0742010406171936e-11,5.074197951271457e-11,4.736464011228134e-11,5.598971309960948e-11,7.275070804299671e-11,6.108343158709686e-11,1.041359049162323e-10,1.0308079637806442e-12,2.0027861411079717e-10,5.633553021046675e-11,1.0714698607236033e-10,9.706304958195257e-10,8.240068032224326e-11,0.9817902478487349,5.336574171702698e-09,0.01820973232831086,"['في', 'كل', 'ماتش', 'متع', 'بالميراس', 'تهزو', 'للستاد', 'وبما', 'انو', 'ما', 'يشوفش', 'تقعد', 'تحكيلو', 'على', 'كل', 'هجمة', 'ولا', 'فرصة', 'باش', 'ولدها', 'يعيش', 'اللحظة', 'اي', 'نعم', 'هاذي', 'حاجة', 'مالحاجات', 'الي', 'ما', 'تنجم', 'كان', 'الام', 'تعملهم', 'لولدها', 'ببرشا', 'صبر', 'ومحبة', 'وربي', 'يخليلكم', 'امهاتكم', 'ويرحم', 'الي', 'توفاو']",43
